asset_id,block,lab,latitude,longitude,cpu_model,cpu_generation,cpu_cores,cpu_clock_ghz,ram_gb,storage_type,storage_gb,gpu,tpm_version,secure_boot_support,purchase_year,current_os,architecture,last_updated
PC-0303,Block D,Programming Lab,11.145849,79.499331,Intel Core i5-7400,7,4,3.0,32,SSD,512,NVIDIA GTX 1050,2.0,True,2022,Windows 10,x64,2026-06-01
PC-0304,Block B,CAD Lab,11.152882,79.498634,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,Integrated,2.0,True,2017,Windows 11,x64,2026-06-01
PC-0305,Library,Programming Lab,11.15846,79.481939,Intel Core i3-6100,6,2,3.7,8,SSD,256,NVIDIA GTX 1050,None,False,2025,Windows 10,x64,2026-06-01
PC-0306,Block D,CAD Lab,11.14613,79.47458,AMD Ryzen 5 5600G,5,6,3.9,4,SSD,512,Integrated,2.0,True,2021,Linux Mint 22,x64,2026-06-01
PC-0307,Block A,Language Lab,11.147593,79.492897,Intel Core i5-7400,7,4,3.0,16,SSD,128,AMD Radeon Vega,1.2,False,2018,Ubuntu 22.04,x64,2026-06-01
PC-0308,Block C,Research Lab,11.157739,79.47348,Intel Core i7-9700,9,8,3.0,4,SSD,128,AMD Radeon Vega,None,False,2017,Windows 10,x64,2026-06-01
PC-0309,Block C,Research Lab,11.151045,79.474915,AMD Ryzen 5 5600G,5,6,3.9,4,SSD,128,NVIDIA GTX 1050,None,False,2025,Windows 11,x64,2026-06-01
PC-0310,Library,Research Lab,11.151988,79.473542,Intel Core i5-8500,8,6,3.0,8,SSD,128,Integrated,None,False,2022,Ubuntu 24.04,x64,2026-06-01
PC-0311,Block D,Network Lab,11.148826,79.484884,AMD Ryzen 3 3200G,3,4,3.6,8,HDD,500,AMD Radeon Vega,2.0,True,2022,Linux Mint 22,x64,2026-06-01
PC-0312,Block A,CAD Lab,11.1532,79.496828,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,128,AMD Radeon Vega,None,False,2018,Ubuntu 24.04,x64,2026-06-01
PC-0313,Block B,Research Lab,11.131379,79.480919,AMD Ryzen 3 3200G,3,4,3.6,4,HDD,500,Integrated,None,False,2019,Windows 11,x64,2026-06-01
PC-0314,Block A,Language Lab,11.142488,79.491609,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,512,NVIDIA GTX 1050,1.2,False,2018,Windows 11,x64,2026-06-01
PC-0315,Library,Network Lab,11.159442,79.498622,Intel Core i3-6100,6,2,3.7,8,HDD,500,Integrated,None,False,2024,Linux Mint 22,x64,2026-06-01
PC-0316,Block C,Network Lab,11.141068,79.478748,Intel Core i5-8500,8,6,3.0,16,HDD,500,NVIDIA GTX 1050,1.2,False,2020,Windows 10,x64,2026-06-01
PC-0317,Block D,Network Lab,11.152814,79.477354,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,Integrated,2.0,True,2023,Linux Mint 22,x64,2026-06-01
PC-0318,Block A,AI Lab,11.15853,79.470044,AMD Ryzen 3 3200G,3,4,3.6,32,SSD,256,AMD Radeon Vega,2.0,True,2023,Windows 10,x64,2026-06-01
PC-0319,Admin,Research Lab,11.142594,79.498836,Intel Core i5-8500,8,6,3.0,8,HDD,500,Integrated,2.0,True,2021,Windows 11,x64,2026-06-01
PC-0320,Block A,Programming Lab,11.159237,79.472547,Intel Core i5-7400,7,4,3.0,32,SSD,512,Integrated,1.2,False,2025,Ubuntu 22.04,x64,2026-06-01
PC-0321,Block B,Research Lab,11.143049,79.498927,Intel Core i7-9700,9,8,3.0,16,HDD,500,Integrated,2.0,True,2021,Windows 10,x64,2026-06-01
PC-0322,Block C,Network Lab,11.137008,79.498307,Intel Core i7-9700,9,8,3.0,8,SSD,256,Integrated,1.2,False,2018,Ubuntu 24.04,x64,2026-06-01
PC-0323,Block B,Programming Lab,11.133622,79.480749,Intel Core i5-7400,7,4,3.0,16,SSD,512,Integrated,1.2,False,2024,Ubuntu 22.04,x64,2026-06-01
PC-0324,Block C,CAD Lab,11.154792,79.490906,Intel Core i5-8500,8,6,3.0,4,HDD,500,Integrated,None,False,2020,Ubuntu 24.04,x64,2026-06-01
PC-0325,Block C,AI Lab,11.131469,79.478965,Intel Core i3-6100,6,2,3.7,8,SSD,128,Integrated,1.2,False,2017,Linux Mint 22,x64,2026-06-01
PC-0326,Block D,CAD Lab,11.154117,79.474194,AMD Ryzen 3 3200G,3,4,3.6,4,SSD,128,Integrated,1.2,False,2017,Windows 10,x64,2026-06-01
PC-0327,Block B,AI Lab,11.14747,79.477765,Intel Core i5-7400,7,4,3.0,8,SSD,512,Integrated,2.0,True,2017,Windows 10,x64,2026-06-01
PC-0328,Block A,AI Lab,11.133676,79.498268,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,512,Integrated,None,False,2019,Ubuntu 24.04,x64,2026-06-01
PC-0329,Library,CAD Lab,11.150496,79.475184,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,512,Integrated,None,False,2019,Ubuntu 22.04,x64,2026-06-01
PC-0330,Block C,Network Lab,11.148509,79.489418,Intel Core i7-9700,9,8,3.0,4,SSD,128,NVIDIA GTX 1050,2.0,True,2023,Linux Mint 22,x64,2026-06-01
PC-0331,Library,CAD Lab,11.142577,79.48928,Intel Core i3-6100,6,2,3.7,8,HDD,500,AMD Radeon Vega,1.2,False,2020,Windows 11,x64,2026-06-01
PC-0332,Admin,Language Lab,11.146336,79.48454,Intel Core i3-6100,6,2,3.7,32,SSD,512,AMD Radeon Vega,1.2,False,2025,Ubuntu 22.04,x64,2026-06-01
PC-0333,Block C,CAD Lab,11.136571,79.496873,Intel Core i5-8500,8,6,3.0,4,SSD,128,NVIDIA GTX 1050,1.2,False,2017,Linux Mint 22,x64,2026-06-01
PC-0334,Block D,Language Lab,11.149706,79.477996,Intel Core i5-8500,8,6,3.0,8,SSD,128,AMD Radeon Vega,None,False,2017,Windows 11,x64,2026-06-01
PC-0335,Block B,Language Lab,11.147776,79.494186,Intel Core i7-9700,9,8,3.0,8,SSD,256,AMD Radeon Vega,None,False,2022,Windows 11,x64,2026-06-01
PC-0336,Library,Programming Lab,11.146893,79.475647,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,256,NVIDIA GTX 1050,2.0,True,2025,Windows 11,x64,2026-06-01
PC-0337,Block C,AI Lab,11.14805,79.470598,Intel Core i7-9700,9,8,3.0,4,HDD,500,NVIDIA GTX 1050,None,False,2017,Windows 11,x64,2026-06-01
PC-0338,Block C,Language Lab,11.157563,79.495329,Intel Core i5-7400,7,4,3.0,8,SSD,128,NVIDIA GTX 1050,2.0,True,2017,Windows 11,x64,2026-06-01
PC-0339,Block A,AI Lab,11.158817,79.481208,AMD Ryzen 3 3200G,3,4,3.6,4,SSD,128,AMD Radeon Vega,2.0,True,2023,Ubuntu 24.04,x64,2026-06-01
PC-0340,Library,Programming Lab,11.151971,79.483106,Intel Core i5-8500,8,6,3.0,8,SSD,256,AMD Radeon Vega,None,False,2024,Windows 11,x64,2026-06-01
PC-0341,Admin,Network Lab,11.154434,79.481352,Intel Core i5-7400,7,4,3.0,8,SSD,256,AMD Radeon Vega,2.0,True,2021,Linux Mint 22,x64,2026-06-01
PC-0342,Block B,AI Lab,11.155523,79.493125,AMD Ryzen 5 5600G,5,6,3.9,32,HDD,500,AMD Radeon Vega,2.0,True,2017,Ubuntu 22.04,x64,2026-06-01
PC-0343,Block B,Language Lab,11.158101,79.474219,Intel Core i5-8500,8,6,3.0,32,SSD,128,AMD Radeon Vega,2.0,True,2018,Windows 10,x64,2026-06-01
PC-0344,Block B,Network Lab,11.143399,79.477956,Intel Core i5-8500,8,6,3.0,32,SSD,128,Integrated,None,False,2018,Ubuntu 24.04,x64,2026-06-01
PC-0345,Block C,Network Lab,11.151978,79.499073,Intel Core i3-6100,6,2,3.7,4,HDD,500,NVIDIA GTX 1050,1.2,False,2024,Ubuntu 22.04,x64,2026-06-01
PC-0346,Block D,Network Lab,11.149529,79.490615,AMD Ryzen 3 3200G,3,4,3.6,4,SSD,512,Integrated,1.2,False,2024,Linux Mint 22,x64,2026-06-01
PC-0347,Block A,Programming Lab,11.132226,79.475103,Intel Core i5-8500,8,6,3.0,8,HDD,500,NVIDIA GTX 1050,1.2,False,2019,Windows 10,x64,2026-06-01
PC-0348,Admin,Programming Lab,11.156797,79.491135,AMD Ryzen 3 3200G,3,4,3.6,8,HDD,500,NVIDIA GTX 1050,2.0,True,2019,Linux Mint 22,x64,2026-06-01
PC-0349,Library,CAD Lab,11.159232,79.482278,Intel Core i5-7400,7,4,3.0,4,HDD,500,AMD Radeon Vega,1.2,False,2025,Windows 11,x64,2026-06-01
PC-0350,Block C,Research Lab,11.141787,79.48649,Intel Core i5-8500,8,6,3.0,8,SSD,256,NVIDIA GTX 1050,None,False,2019,Windows 10,x64,2026-06-01
PC-0351,Block A,Network Lab,11.14441,79.47291,Intel Core i3-6100,6,2,3.7,4,SSD,512,Integrated,1.2,False,2019,Linux Mint 22,x64,2026-06-01
PC-0352,Admin,Network Lab,11.144128,79.496846,Intel Core i3-6100,6,2,3.7,4,SSD,512,NVIDIA GTX 1050,1.2,False,2018,Ubuntu 22.04,x64,2026-06-01
PC-0353,Admin,Language Lab,11.135597,79.471339,Intel Core i7-9700,9,8,3.0,8,SSD,128,NVIDIA GTX 1050,1.2,False,2024,Ubuntu 24.04,x64,2026-06-01
PC-0354,Block C,AI Lab,11.132571,79.480314,Intel Core i5-8500,8,6,3.0,8,HDD,500,AMD Radeon Vega,2.0,True,2023,Windows 10,x64,2026-06-01
PC-0355,Library,AI Lab,11.158969,79.490612,AMD Ryzen 3 3200G,3,4,3.6,16,HDD,500,NVIDIA GTX 1050,2.0,True,2020,Ubuntu 22.04,x64,2026-06-01
PC-0356,Block D,Network Lab,11.147137,79.485505,Intel Core i3-6100,6,2,3.7,32,SSD,512,AMD Radeon Vega,None,False,2019,Linux Mint 22,x64,2026-06-01
PC-0357,Block A,CAD Lab,11.13128,79.472351,Intel Core i5-7400,7,4,3.0,8,SSD,128,AMD Radeon Vega,None,False,2023,Windows 11,x64,2026-06-01
PC-0358,Block B,Research Lab,11.132611,79.486691,Intel Core i5-7400,7,4,3.0,8,SSD,256,AMD Radeon Vega,2.0,True,2022,Windows 10,x64,2026-06-01
PC-0359,Block C,Language Lab,11.145677,79.482588,Intel Core i7-9700,9,8,3.0,32,HDD,500,NVIDIA GTX 1050,2.0,True,2019,Linux Mint 22,x64,2026-06-01
PC-0360,Block B,Language Lab,11.153572,79.496024,AMD Ryzen 3 3200G,3,4,3.6,4,HDD,500,NVIDIA GTX 1050,2.0,True,2023,Windows 10,x64,2026-06-01
PC-0361,Block C,CAD Lab,11.131124,79.478262,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,512,Integrated,2.0,True,2023,Ubuntu 22.04,x64,2026-06-01
PC-0362,Block A,CAD Lab,11.157625,79.496911,Intel Core i5-8500,8,6,3.0,4,SSD,128,Integrated,2.0,True,2022,Ubuntu 22.04,x64,2026-06-01
PC-0363,Block C,Network Lab,11.159175,79.476839,Intel Core i5-8500,8,6,3.0,32,SSD,512,NVIDIA GTX 1050,2.0,True,2024,Windows 10,x64,2026-06-01
PC-0364,Block C,Network Lab,11.135638,79.476342,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,512,NVIDIA GTX 1050,2.0,True,2024,Windows 10,x64,2026-06-01
PC-0365,Library,Network Lab,11.142102,79.493415,Intel Core i3-6100,6,2,3.7,4,SSD,128,AMD Radeon Vega,1.2,False,2017,Linux Mint 22,x64,2026-06-01
PC-0366,Block B,AI Lab,11.131517,79.480811,Intel Core i5-7400,7,4,3.0,8,HDD,500,Integrated,None,False,2021,Ubuntu 22.04,x64,2026-06-01
PC-0367,Block C,CAD Lab,11.137258,79.484664,AMD Ryzen 3 3200G,3,4,3.6,32,SSD,512,NVIDIA GTX 1050,None,False,2019,Windows 10,x64,2026-06-01
PC-0368,Block D,Language Lab,11.152469,79.490666,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,256,NVIDIA GTX 1050,None,False,2017,Ubuntu 24.04,x64,2026-06-01
PC-0369,Block D,Programming Lab,11.150331,79.478073,Intel Core i5-7400,7,4,3.0,8,SSD,128,NVIDIA GTX 1050,2.0,True,2025,Windows 11,x64,2026-06-01
PC-0370,Block A,Research Lab,11.148034,79.470254,Intel Core i3-6100,6,2,3.7,8,SSD,512,NVIDIA GTX 1050,2.0,True,2021,Windows 11,x64,2026-06-01
PC-0371,Admin,Research Lab,11.14377,79.476546,AMD Ryzen 5 5600G,5,6,3.9,16,SSD,256,NVIDIA GTX 1050,1.2,False,2025,Ubuntu 24.04,x64,2026-06-01
PC-0372,Library,CAD Lab,11.146844,79.487813,AMD Ryzen 3 3200G,3,4,3.6,4,HDD,500,NVIDIA GTX 1050,2.0,True,2021,Ubuntu 24.04,x64,2026-06-01
PC-0373,Admin,Programming Lab,11.155845,79.477834,Intel Core i7-9700,9,8,3.0,8,HDD,500,AMD Radeon Vega,1.2,False,2021,Ubuntu 24.04,x64,2026-06-01
PC-0374,Block B,AI Lab,11.149816,79.490423,AMD Ryzen 3 3200G,3,4,3.6,4,SSD,128,AMD Radeon Vega,2.0,True,2017,Ubuntu 22.04,x64,2026-06-01
PC-0375,Admin,CAD Lab,11.152102,79.487491,Intel Core i5-8500,8,6,3.0,16,SSD,256,AMD Radeon Vega,1.2,False,2020,Ubuntu 22.04,x64,2026-06-01
PC-0376,Block C,Research Lab,11.157196,79.490156,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,128,AMD Radeon Vega,2.0,True,2021,Ubuntu 22.04,x64,2026-06-01
PC-0377,Block B,Research Lab,11.133838,79.47776,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,128,AMD Radeon Vega,None,False,2019,Ubuntu 22.04,x64,2026-06-01
PC-0378,Admin,Network Lab,11.152326,79.479213,AMD Ryzen 5 5600G,5,6,3.9,8,HDD,500,NVIDIA GTX 1050,1.2,False,2022,Windows 11,x64,2026-06-01
PC-0379,Block C,Language Lab,11.155992,79.487507,Intel Core i5-8500,8,6,3.0,4,SSD,512,AMD Radeon Vega,1.2,False,2018,Windows 10,x64,2026-06-01
PC-0380,Block D,AI Lab,11.138951,79.471622,AMD Ryzen 3 3200G,3,4,3.6,32,HDD,500,Integrated,1.2,False,2019,Linux Mint 22,x64,2026-06-01
PC-0381,Block B,Network Lab,11.153368,79.484627,Intel Core i7-9700,9,8,3.0,8,SSD,512,AMD Radeon Vega,1.2,False,2019,Windows 11,x64,2026-06-01
PC-0382,Block C,Research Lab,11.152836,79.475058,Intel Core i3-6100,6,2,3.7,16,HDD,500,Integrated,1.2,False,2024,Windows 11,x64,2026-06-01
PC-0383,Block A,AI Lab,11.142871,79.484322,AMD Ryzen 3 3200G,3,4,3.6,32,SSD,512,Integrated,1.2,False,2017,Ubuntu 22.04,x64,2026-06-01
PC-0384,Library,AI Lab,11.135717,79.490302,AMD Ryzen 5 5600G,5,6,3.9,4,SSD,256,AMD Radeon Vega,1.2,False,2020,Linux Mint 22,x64,2026-06-01
PC-0385,Block B,Research Lab,11.1451,79.479183,Intel Core i5-8500,8,6,3.0,8,SSD,256,Integrated,None,False,2017,Ubuntu 22.04,x64,2026-06-01
PC-0386,Block C,Network Lab,11.140282,79.497042,Intel Core i7-9700,9,8,3.0,16,SSD,256,NVIDIA GTX 1050,2.0,True,2020,Windows 11,x64,2026-06-01
PC-0387,Block B,CAD Lab,11.136336,79.470657,Intel Core i3-6100,6,2,3.7,8,SSD,128,AMD Radeon Vega,2.0,True,2019,Windows 11,x64,2026-06-01
PC-0388,Block A,Network Lab,11.153137,79.488694,AMD Ryzen 5 5600G,5,6,3.9,16,HDD,500,AMD Radeon Vega,2.0,True,2017,Ubuntu 24.04,x64,2026-06-01
PC-0389,Admin,Programming Lab,11.142503,79.481408,AMD Ryzen 5 5600G,5,6,3.9,4,HDD,500,AMD Radeon Vega,2.0,True,2021,Windows 10,x64,2026-06-01
PC-0390,Block D,Research Lab,11.139033,79.48985,Intel Core i5-7400,7,4,3.0,32,SSD,128,AMD Radeon Vega,2.0,True,2025,Windows 10,x64,2026-06-01
PC-0391,Block C,Language Lab,11.151563,79.473532,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,128,Integrated,None,False,2018,Linux Mint 22,x64,2026-06-01
PC-0392,Block D,AI Lab,11.140738,79.482293,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,128,Integrated,2.0,True,2017,Windows 11,x64,2026-06-01
PC-0393,Library,CAD Lab,11.130382,79.47267,Intel Core i5-7400,7,4,3.0,8,SSD,512,Integrated,None,False,2024,Windows 10,x64,2026-06-01
PC-0394,Block B,Programming Lab,11.157143,79.48933,AMD Ryzen 3 3200G,3,4,3.6,32,HDD,500,NVIDIA GTX 1050,2.0,True,2021,Windows 10,x64,2026-06-01
PC-0395,Block C,CAD Lab,11.140806,79.490303,Intel Core i3-6100,6,2,3.7,8,HDD,500,NVIDIA GTX 1050,None,False,2018,Ubuntu 24.04,x64,2026-06-01
PC-0396,Block A,Programming Lab,11.13986,79.496836,Intel Core i3-6100,6,2,3.7,32,SSD,128,AMD Radeon Vega,2.0,True,2021,Windows 11,x64,2026-06-01
PC-0397,Admin,Programming Lab,11.142008,79.483696,Intel Core i5-8500,8,6,3.0,8,SSD,256,NVIDIA GTX 1050,None,False,2024,Ubuntu 22.04,x64,2026-06-01
PC-0398,Block D,Research Lab,11.159447,79.49533,Intel Core i5-7400,7,4,3.0,8,HDD,500,Integrated,2.0,True,2023,Windows 10,x64,2026-06-01
PC-0399,Library,CAD Lab,11.153375,79.488341,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,512,AMD Radeon Vega,2.0,True,2019,Ubuntu 22.04,x64,2026-06-01
PC-0400,Block D,CAD Lab,11.137848,79.479427,Intel Core i3-6100,6,2,3.7,16,SSD,512,AMD Radeon Vega,None,False,2025,Windows 10,x64,2026-06-01
PC-0401,Admin,Language Lab,11.145693,79.491017,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,128,Integrated,1.2,False,2023,Linux Mint 22,x64,2026-06-01
PC-0402,Admin,Research Lab,11.13446,79.494793,Intel Core i5-7400,7,4,3.0,8,SSD,512,AMD Radeon Vega,2.0,True,2017,Ubuntu 22.04,x64,2026-06-01
PC-0403,Block A,Research Lab,11.152543,79.479619,Intel Core i5-7400,7,4,3.0,16,SSD,512,NVIDIA GTX 1050,None,False,2021,Windows 10,x64,2026-06-01
PC-0404,Block A,Language Lab,11.143773,79.494038,Intel Core i5-7400,7,4,3.0,16,SSD,512,NVIDIA GTX 1050,None,False,2018,Windows 10,x64,2026-06-01
PC-0405,Block D,CAD Lab,11.133079,79.48237,Intel Core i5-8500,8,6,3.0,16,HDD,500,AMD Radeon Vega,2.0,True,2025,Windows 10,x64,2026-06-01
PC-0406,Block A,Programming Lab,11.149638,79.483686,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,256,NVIDIA GTX 1050,2.0,True,2022,Windows 11,x64,2026-06-01
PC-0407,Block A,AI Lab,11.144194,79.489715,Intel Core i7-9700,9,8,3.0,16,SSD,256,AMD Radeon Vega,2.0,True,2024,Linux Mint 22,x64,2026-06-01
PC-0408,Block A,Programming Lab,11.154897,79.498933,AMD Ryzen 5 5600G,5,6,3.9,4,SSD,128,NVIDIA GTX 1050,1.2,False,2025,Ubuntu 24.04,x64,2026-06-01
PC-0409,Library,Network Lab,11.134213,79.491506,AMD Ryzen 5 5600G,5,6,3.9,4,HDD,500,AMD Radeon Vega,None,False,2023,Ubuntu 22.04,x64,2026-06-01
PC-0410,Block A,Network Lab,11.136468,79.494737,AMD Ryzen 3 3200G,3,4,3.6,8,SSD,128,Integrated,None,False,2022,Ubuntu 22.04,x64,2026-06-01
PC-0411,Block A,CAD Lab,11.158686,79.474039,Intel Core i3-6100,6,2,3.7,16,HDD,500,NVIDIA GTX 1050,1.2,False,2017,Linux Mint 22,x64,2026-06-01
PC-0412,Library,Research Lab,11.153432,79.497305,Intel Core i3-6100,6,2,3.7,16,SSD,512,AMD Radeon Vega,1.2,False,2019,Linux Mint 22,x64,2026-06-01
PC-0413,Admin,AI Lab,11.156481,79.485123,Intel Core i3-6100,6,2,3.7,32,SSD,512,NVIDIA GTX 1050,2.0,True,2023,Linux Mint 22,x64,2026-06-01
PC-0414,Library,Research Lab,11.143585,79.474001,Intel Core i5-7400,7,4,3.0,16,SSD,256,NVIDIA GTX 1050,1.2,False,2025,Ubuntu 24.04,x64,2026-06-01
PC-0415,Block C,Research Lab,11.148977,79.476027,AMD Ryzen 3 3200G,3,4,3.6,32,SSD,256,AMD Radeon Vega,2.0,True,2021,Linux Mint 22,x64,2026-06-01
PC-0416,Admin,Network Lab,11.145117,79.490829,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,128,NVIDIA GTX 1050,2.0,True,2018,Windows 11,x64,2026-06-01
PC-0417,Block C,Language Lab,11.138578,79.495419,Intel Core i7-9700,9,8,3.0,32,SSD,512,Integrated,2.0,True,2025,Linux Mint 22,x64,2026-06-01
PC-0418,Block A,Programming Lab,11.135997,79.492506,Intel Core i7-9700,9,8,3.0,4,SSD,128,Integrated,2.0,True,2021,Windows 10,x64,2026-06-01
PC-0419,Admin,Network Lab,11.152608,79.470969,Intel Core i5-7400,7,4,3.0,32,HDD,500,NVIDIA GTX 1050,1.2,False,2018,Windows 11,x64,2026-06-01
PC-0420,Library,Research Lab,11.141667,79.485328,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,128,AMD Radeon Vega,2.0,True,2021,Linux Mint 22,x64,2026-06-01
PC-0421,Admin,Research Lab,11.158975,79.471614,Intel Core i3-6100,6,2,3.7,16,SSD,512,AMD Radeon Vega,1.2,False,2021,Ubuntu 24.04,x64,2026-06-01
PC-0422,Block B,Language Lab,11.152653,79.486398,Intel Core i7-9700,9,8,3.0,32,SSD,128,AMD Radeon Vega,2.0,True,2020,Ubuntu 24.04,x64,2026-06-01
PC-0423,Admin,AI Lab,11.135609,79.475214,Intel Core i5-8500,8,6,3.0,8,SSD,512,AMD Radeon Vega,2.0,True,2018,Windows 10,x64,2026-06-01
PC-0424,Block D,Programming Lab,11.134828,79.49538,Intel Core i7-9700,9,8,3.0,16,SSD,256,Integrated,1.2,False,2022,Windows 11,x64,2026-06-01
PC-0425,Block D,Research Lab,11.131526,79.497971,Intel Core i5-7400,7,4,3.0,8,HDD,500,AMD Radeon Vega,1.2,False,2021,Linux Mint 22,x64,2026-06-01
PC-0426,Block D,Language Lab,11.145762,79.49871,AMD Ryzen 3 3200G,3,4,3.6,4,SSD,256,AMD Radeon Vega,2.0,True,2018,Ubuntu 24.04,x64,2026-06-01
PC-0427,Library,AI Lab,11.156502,79.4899,Intel Core i7-9700,9,8,3.0,4,SSD,512,NVIDIA GTX 1050,1.2,False,2022,Windows 11,x64,2026-06-01
PC-0428,Block C,AI Lab,11.133442,79.48038,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,512,Integrated,2.0,True,2020,Windows 10,x64,2026-06-01
PC-0429,Block A,Research Lab,11.146207,79.478485,Intel Core i5-8500,8,6,3.0,4,SSD,512,AMD Radeon Vega,1.2,False,2022,Ubuntu 24.04,x64,2026-06-01
PC-0430,Library,Language Lab,11.139609,79.47247,Intel Core i7-9700,9,8,3.0,4,SSD,512,Integrated,1.2,False,2019,Windows 11,x64,2026-06-01
PC-0431,Library,Language Lab,11.155949,79.482726,Intel Core i3-6100,6,2,3.7,8,HDD,500,Integrated,2.0,True,2020,Windows 11,x64,2026-06-01
PC-0432,Library,Research Lab,11.130713,79.491506,AMD Ryzen 5 5600G,5,6,3.9,32,SSD,512,Integrated,None,False,2018,Windows 11,x64,2026-06-01
PC-0433,Block A,Programming Lab,11.154649,79.49733,Intel Core i5-7400,7,4,3.0,16,SSD,256,NVIDIA GTX 1050,None,False,2023,Linux Mint 22,x64,2026-06-01
PC-0434,Block D,Research Lab,11.150199,79.486045,Intel Core i7-9700,9,8,3.0,8,SSD,512,AMD Radeon Vega,None,False,2018,Ubuntu 22.04,x64,2026-06-01
PC-0435,Admin,Language Lab,11.138695,79.490576,Intel Core i3-6100,6,2,3.7,8,HDD,500,AMD Radeon Vega,2.0,True,2018,Windows 10,x64,2026-06-01
PC-0436,Block C,CAD Lab,11.13469,79.476596,Intel Core i7-9700,9,8,3.0,32,SSD,512,AMD Radeon Vega,None,False,2023,Ubuntu 22.04,x64,2026-06-01
PC-0437,Library,Network Lab,11.158722,79.470335,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,128,AMD Radeon Vega,2.0,True,2019,Ubuntu 24.04,x64,2026-06-01
PC-0438,Block A,Programming Lab,11.139141,79.492449,Intel Core i3-6100,6,2,3.7,16,SSD,512,AMD Radeon Vega,2.0,True,2022,Windows 10,x64,2026-06-01
PC-0439,Block B,CAD Lab,11.148507,79.477582,AMD Ryzen 5 5600G,5,6,3.9,8,SSD,128,Integrated,None,False,2019,Windows 11,x64,2026-06-01
PC-0440,Admin,Language Lab,11.13872,79.472021,Intel Core i3-6100,6,2,3.7,32,SSD,512,Integrated,2.0,True,2020,Windows 10,x64,2026-06-01
PC-0441,Admin,Language Lab,11.133001,79.488585,Intel Core i7-9700,9,8,3.0,8,SSD,256,Integrated,None,False,2022,Windows 11,x64,2026-06-01
PC-0442,Block D,CAD Lab,11.146967,79.480935,Intel Core i5-8500,8,6,3.0,32,SSD,256,NVIDIA GTX 1050,2.0,True,2023,Windows 11,x64,2026-06-01
PC-0443,Block B,Programming Lab,11.1383,79.480785,Intel Core i5-8500,8,6,3.0,8,SSD,128,AMD Radeon Vega,2.0,True,2022,Ubuntu 22.04,x64,2026-06-01
PC-0444,Block D,CAD Lab,11.133265,79.489367,Intel Core i7-9700,9,8,3.0,8,SSD,256,Integrated,1.2,False,2021,Linux Mint 22,x64,2026-06-01
PC-0445,Block B,Language Lab,11.151823,79.496763,Intel Core i5-7400,7,4,3.0,32,SSD,256,AMD Radeon Vega,2.0,True,2017,Windows 10,x64,2026-06-01
PC-0446,Library,Language Lab,11.146304,79.499962,Intel Core i7-9700,9,8,3.0,4,SSD,128,NVIDIA GTX 1050,2.0,True,2019,Ubuntu 24.04,x64,2026-06-01
PC-0447,Block C,CAD Lab,11.145312,79.481904,Intel Core i5-7400,7,4,3.0,8,SSD,256,AMD Radeon Vega,1.2,False,2017,Linux Mint 22,x64,2026-06-01
PC-0448,Admin,AI Lab,11.134777,79.486991,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,128,AMD Radeon Vega,None,False,2019,Ubuntu 22.04,x64,2026-06-01
PC-0449,Admin,Research Lab,11.136952,79.477931,Intel Core i7-9700,9,8,3.0,4,SSD,256,Integrated,None,False,2017,Ubuntu 22.04,x64,2026-06-01
PC-0450,Admin,AI Lab,11.156447,79.471197,AMD Ryzen 3 3200G,3,4,3.6,16,SSD,256,AMD Radeon Vega,1.2,False,2022,Ubuntu 22.04,x64,2026-06-01
PC-0451,Block A,Research Lab,11.146331,79.475215,AMD Ryzen 3 3200G,3,4,3.6,32,SSD,256,AMD Radeon Vega,1.2,False,2023,Linux Mint 22,x64,2026-06-01
PC-0452,Block C,Language Lab,11.15918,79.476687,AMD Ryzen 5 5600G,5,6,3.9,16,HDD,500,NVIDIA GTX 1050,1.2,False,2022,Ubuntu 22.04,x64,2026-06-01
PC-0453,Block C,CAD Lab,11.134968,79.472313,Intel Core i7-9700,9,8,3.0,16,HDD,500,AMD Radeon Vega,None,False,2021,Ubuntu 22.04,x64,2026-06-01
PC-0454,Block B,AI Lab,11.149833,79.482438,Intel Core i5-7400,7,4,3.0,8,SSD,128,NVIDIA GTX 1050,2.0,True,2018,Windows 10,x64,2026-06-01
